Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
746,11,2024-11-13,LAL,,MEM,"W, 128-123",*,32:00,6,16,.375,2,3,.667,4,13,.308,.438,7,8,.875,2,12,14,3,0,3,3,5,21,16.0,-6,Anthony Davis
747,12,2024-11-15,LAL,@,SAS,"W, 120-115",*,36:10,14,26,.538,2,4,.500,12,22,.545,.577,10,12,.833,5,7,12,2,1,2,2,1,40,33.6,12,Anthony Davis
748,13,2024-11-16,LAL,@,NOP,"W, 104-99",*,37:14,12,20,.600,2,4,.500,10,16,.625,.650,5,7,.714,3,11,14,1,2,1,2,3,31,26.6,2,Anthony Davis
749,14,2024-11-19,LAL,,UTA,"W, 124-118",*,33:52,10,15,.667,0,1,.000,10,14,.714,.667,6,10,.600,4,10,14,6,2,0,0,3,26,28.7,4,Anthony Davis
750,15,2024-11-21,LAL,,ORL,"L, 118-119",*,37:46,14,22,.636,1,1,1.000,13,21,.619,.659,10,13,.769,4,5,9,2,0,3,3,4,39,31.2,0,Anthony Davis
751,16,2024-11-23,LAL,,DEN,"L, 102-127",*,35:24,6,19,.316,0,2,.000,6,17,.353,.316,2,3,.667,3,7,10,3,3,2,1,2,14,11.6,-26,Anthony Davis
752,17,2024-11-26,LAL,@,PHO,"L, 100-127",*,34:42,10,19,.526,0,2,.000,10,17,.588,.526,5,7,.714,2,13,15,5,1,4,3,3,25,23.3,-24,Anthony Davis
753,18,2024-11-27,LAL,@,SAS,"W, 119-101",*,35:07,8,14,.571,0,2,.000,8,12,.667,.571,3,3,1.000,4,10,14,7,1,0,1,2,19,22.3,16,Anthony Davis
754,19,2024-11-29,LAL,,OKC,"L, 93-101",*,37:44,5,9,.556,0,0,,5,9,.556,.556,5,7,.714,2,10,12,7,1,4,1,2,15,21.2,-5,Anthony Davis
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Anthony Davis
