Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Player
60,82,2025-04-13,CHO,@,BOS,"L, 86-93",*,35:53,1,11,.091,1,7,.143,0,4,.000,.136,2,2,1.000,0,5,5,2,0,0,2,3,5,-2.6,-6,Tidjane SalaÃ¼n
501,16,2024-11-20,NOP,@,CLE,"L, 100-128",*,22:17,5,8,.625,0,1,.000,5,7,.714,.625,1,2,.500,1,4,5,8,0,0,4,1,11,10.1,-21,Elfrid Payton
502,17,2024-11-22,NOP,,GSW,"L, 108-112",*,26:08,2,6,.333,0,0,,2,6,.333,.333,0,0,,0,3,3,4,3,0,2,3,4,4.1,5,Elfrid Payton
503,18,2024-11-25,NOP,@,IND,"L, 110-114",*,30:57,7,11,.636,0,0,,7,11,.636,.636,0,0,,1,6,7,21,2,0,5,5,14,21.3,10,Elfrid Payton
504,19,2024-11-27,NOP,,TOR,"L, 93-119",,27:03,5,11,.455,0,0,,5,11,.455,.455,0,0,,2,3,5,4,3,0,4,1,10,8.0,-3,Elfrid Payton
505,20,2024-11-29,NOP,@,MEM,"L, 109-120",,14:45,1,3,.333,0,0,,1,3,.333,.333,0,0,,1,2,3,3,0,1,1,0,2,3.4,3,Elfrid Payton
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Elfrid Payton
506,21,2024-12-01,NOP,@,NYK,"L, 85-118",,16:32,3,6,.500,0,0,,3,6,.500,.500,0,0,,0,1,1,7,1,2,3,0,6,7.6,-8,Elfrid Payton
507,22,2024-12-02,NOP,@,ATL,"L, 112-124",,06:04,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,1,1,0,1,0,0,0.0,3,Elfrid Payton
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Elfrid Payton
,49,2025-02-07,CHO,,SAS,"W, 117-116",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
508,50,2025-02-09,CHO,@,DET,"L, 102-112",,23:29,0,4,.000,0,0,,0,4,.000,.000,0,0,,0,1,1,4,2,0,1,2,0,0.5,-11,Elfrid Payton
,51,2025-02-10,CHO,@,BRK,"L, 89-97",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
509,52,2025-02-12,CHO,@,ORL,"L, 86-102",*,31:52,2,6,.333,0,0,,2,6,.333,.333,0,0,,1,3,4,7,0,1,1,2,4,6.0,-6,Elfrid Payton
510,53,2025-02-19,CHO,@,LAL,"W, 100-97",,14:45,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,3,3,2,0,0,1,2,0,-0.9,-5,Elfrid Payton
511,54,2025-02-20,CHO,@,DEN,"L, 115-129",*,16:19,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,2,2,3,2,0,1,3,0,0.4,8,Elfrid Payton
512,55,2025-02-22,CHO,@,POR,"L, 88-141",,22:27,1,4,.250,0,0,,1,4,.250,.250,0,0,,0,1,1,1,1,1,3,1,2,-1.1,-36,Elfrid Payton
513,56,2025-02-24,CHO,@,SAC,"L, 88-130",,14:27,0,2,.000,0,0,,0,2,.000,.000,0,0,,0,2,2,3,1,1,0,2,0,2.2,-4,Elfrid Payton
,57,2025-02-25,CHO,@,GSW,"L, 92-128",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
,58,2025-02-27,CHO,@,DAL,"L, 96-103",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Elfrid Payton
,60,2025-03-03,CHO,,GSW,"L, 101-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
514,71,2025-03-21,NOP,@,MIN,"L, 93-134",,12:00,0,3,.000,0,0,,0,3,.000,.000,0,0,,0,0,0,1,0,0,2,1,0,-3.8,-16,Elfrid Payton
,72,2025-03-23,NOP,@,DET,"L, 130-136",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Elfrid Payton
515,73,2025-03-24,NOP,,PHI,"W, 112-99",,24:39,3,8,.375,0,0,,3,8,.375,.375,0,0,,1,5,6,14,1,2,3,1,6,12.6,14,Elfrid Payton
516,74,2025-03-28,NOP,,GSW,"L, 95-111",,23:21,2,7,.286,0,0,,2,7,.286,.286,0,1,.000,2,3,5,10,0,0,4,2,4,4.0,-6,Elfrid Payton
517,75,2025-03-30,NOP,,CHO,"W, 98-94",,19:18,1,7,.143,0,0,,1,7,.143,.143,0,0,,0,3,3,6,2,1,3,0,2,2.3,3,Elfrid Payton
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Elfrid Payton
518,76,2025-04-02,NOP,@,LAC,"L, 98-114",,20:39,3,4,.750,0,0,,3,4,.750,.750,0,0,,0,4,4,4,0,0,4,1,6,4.0,-11,Elfrid Payton
519,77,2025-04-04,NOP,@,LAL,"L, 108-124",,19:51,1,3,.333,0,0,,1,3,.333,.333,0,0,,0,0,0,12,1,0,5,2,2,3.9,-8,Elfrid Payton
520,78,2025-04-06,NOP,,MIL,"L, 107-111",*,28:11,0,3,.000,0,1,.000,0,2,.000,.000,0,0,,1,1,2,10,1,0,3,3,0,2.7,-3,Elfrid Payton
521,79,2025-04-08,NOP,@,BRK,"L, 114-119",,23:13,0,3,.000,0,1,.000,0,2,.000,.000,3,4,.750,1,5,6,10,2,1,3,1,3,9.0,14,Elfrid Payton
522,80,2025-04-10,NOP,@,MIL,"L, 111-136",*,25:44,1,4,.250,0,2,.000,1,2,.500,.250,0,0,,0,4,4,15,1,0,3,0,2,9.3,-17,Elfrid Payton
523,81,2025-04-11,NOP,,MIA,"L, 104-153",*,29:17,2,8,.250,0,0,,2,8,.250,.250,0,0,,3,7,10,13,0,0,2,2,4,9.7,-41,Elfrid Payton
524,82,2025-04-13,NOP,,OKC,"L, 100-115",*,17:31,1,5,.200,1,1,1.000,0,4,.000,.300,0,0,,1,1,2,3,0,1,0,1,3,3.3,-13,Elfrid Payton
13,65,2025-03-12,CHO,@,ATL,"L, 110-123",,19:07,2,6,.333,0,1,.000,2,5,.400,.333,0,0,,0,1,1,5,0,0,3,3,4,0.2,-8,Marcus Garrett
14,66,2025-03-14,CHO,@,SAS,"W, 145-134",,18:53,1,6,.167,1,2,.500,0,4,.000,.250,2,2,1.000,1,0,1,3,0,1,1,2,5,2.9,-16,Marcus Garrett
15,67,2025-03-16,CHO,@,LAC,"L, 88-123",,17:09,3,5,.600,1,2,.500,2,3,.667,.700,0,0,,0,1,1,2,0,0,0,3,7,5.2,-1,Marcus Garrett
16,68,2025-03-18,CHO,,ATL,"L, 102-134",,24:14,5,10,.500,1,3,.333,4,7,.571,.550,1,2,.500,0,3,3,3,3,1,2,2,12,10.5,-14,Marcus Garrett
,69,2025-03-20,CHO,,NYK,"W, 115-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Garrett
,70,2025-03-21,CHO,@,OKC,"L, 106-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Garrett
,71,2025-03-23,CHO,@,MIA,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Marcus Garrett
1,77,2025-04-04,CHO,,SAC,"L, 102-125",,20:45,1,3,.333,1,2,.500,0,1,.000,.500,4,4,1.000,0,1,1,4,0,0,3,2,7,4.6,-14,Jaylen Sims
2,78,2025-04-06,CHO,,CHI,"L, 117-131",,11:54,2,2,1.000,2,2,1.000,0,0,,1.500,0,0,,1,0,1,1,0,0,1,0,6,5.8,4,Jaylen Sims
3,79,2025-04-08,CHO,,MEM,"L, 100-124",,18:28,3,5,.600,0,1,.000,3,4,.750,.600,3,4,.750,0,0,0,3,1,0,1,1,9,8.0,-1,Jaylen Sims
4,80,2025-04-09,CHO,@,TOR,"L, 96-126",,24:04,1,6,.167,0,3,.000,1,3,.333,.167,2,2,1.000,1,2,3,1,1,1,1,0,4,2.9,-21,Jaylen Sims
5,81,2025-04-11,CHO,@,BOS,"L, 94-130",,16:14,1,3,.333,1,2,.500,0,1,.000,.500,1,2,.500,0,0,0,1,0,0,1,4,4,0.0,-10,Jaylen Sims
6,82,2025-04-13,CHO,@,BOS,"L, 86-93",,20:23,4,9,.444,2,5,.400,2,4,.500,.556,2,3,.667,1,0,1,2,1,0,1,3,12,7.8,-5,Jaylen Sims
,1,2024-10-23,PHO,@,LAC,"W, 116-113 (OT)",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,2,2024-10-25,PHO,@,LAL,"L, 116-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,3,2024-10-26,PHO,,DAL,"W, 114-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,4,2024-10-28,PHO,,LAL,"W, 109-105",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,5,2024-10-31,PHO,@,LAC,"W, 125-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
,6,2024-11-02,PHO,,POR,"W, 103-97",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,7,2024-11-04,PHO,,PHI,"W, 118-116",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,8,2024-11-06,PHO,,MIA,"W, 115-112",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
377,9,2024-11-08,PHO,@,DAL,"W, 114-113",,05:16,2,3,.667,1,2,.500,1,1,1.000,.833,1,2,.500,0,0,0,0,0,0,1,0,6,3.3,-1,Josh Okogie
378,10,2024-11-10,PHO,,SAC,"L, 118-127 (OT)",,15:59,4,7,.571,1,3,.333,3,4,.750,.643,0,0,,1,4,5,0,2,0,2,2,9,6.8,-6,Josh Okogie
379,11,2024-11-12,PHO,@,UTA,"W, 120-112",,11:43,1,3,.333,0,1,.000,1,2,.500,.333,0,0,,0,2,2,0,1,0,0,0,2,1.9,-1,Josh Okogie
380,12,2024-11-13,PHO,@,SAC,"L, 104-127",,28:05,10,15,.667,3,4,.750,7,11,.636,.767,2,3,.667,6,2,8,1,2,0,0,1,25,25.2,-8,Josh Okogie
381,13,2024-11-15,PHO,@,OKC,"L, 83-99",*,30:15,4,12,.333,1,4,.250,3,8,.375,.375,6,9,.667,3,6,9,1,1,0,3,3,15,8.4,-13,Josh Okogie
382,14,2024-11-17,PHO,@,MIN,"L, 117-120",,16:16,3,4,.750,0,0,,3,4,.750,.750,0,0,,1,1,2,0,1,0,0,1,6,6.0,-1,Josh Okogie
383,15,2024-11-18,PHO,,ORL,"L, 99-109",,24:31,3,5,.600,2,2,1.000,1,3,.333,.800,3,4,.750,2,3,5,2,2,1,1,3,11,12.5,-3,Josh Okogie
384,16,2024-11-20,PHO,,NYK,"L, 122-138",,22:05,3,6,.500,1,2,.500,2,4,.500,.583,0,0,,1,3,4,2,0,0,2,0,7,5.0,-2,Josh Okogie
385,17,2024-11-26,PHO,,LAL,"W, 127-100",,03:10,1,2,.500,1,1,1.000,0,1,.000,.750,1,2,.500,0,0,0,0,0,0,0,2,4,1.8,0,Josh Okogie
386,18,2024-11-27,PHO,,BRK,"L, 117-127",,00:38,0,1,.000,0,0,,0,1,.000,.000,0,0,,0,0,0,0,0,0,0,0,0,-0.7,2,Josh Okogie
,19,2024-11-30,PHO,,GSW,"W, 113-105",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
,20,2024-12-03,PHO,,SAS,"W, 104-93",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
387,21,2024-12-05,PHO,@,NOP,"L, 124-126",,11:10,3,7,.429,0,3,.000,3,4,.750,.429,0,0,,2,0,2,2,2,0,0,0,6,7.1,0,Josh Okogie
388,22,2024-12-07,PHO,@,MIA,"L, 111-121",,13:06,2,4,.500,0,1,.000,2,3,.667,.500,3,3,1.000,0,0,0,0,1,3,0,1,7,7.7,9,Josh Okogie
389,23,2024-12-08,PHO,@,ORL,"L, 110-115",,11:56,0,1,.000,0,0,,0,1,.000,.000,0,0,,1,4,5,0,0,0,1,2,0,-0.6,-3,Josh Okogie
390,24,2024-12-13,PHO,@,UTA,"W, 134-126",,05:53,0,1,.000,0,1,.000,0,0,,.000,0,0,,2,0,2,0,1,0,0,0,0,1.7,1,Josh Okogie
391,25,2024-12-15,PHO,,POR,"W, 116-109",,03:17,1,1,1.000,0,0,,1,1,1.000,1.000,0,0,,0,0,0,0,1,0,0,0,2,2.7,1,Josh Okogie
,26,2024-12-19,PHO,,IND,"L, 111-120",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,27,2024-12-21,PHO,,DET,"L, 125-133",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
392,28,2024-12-23,PHO,@,DEN,"L, 90-117",,12:49,0,4,.000,0,1,.000,0,3,.000,.000,0,0,,0,2,2,1,0,0,3,1,0,-4.9,-14,Josh Okogie
393,29,2024-12-25,PHO,,DEN,"W, 110-100",,16:56,3,6,.500,1,3,.333,2,3,.667,.583,0,0,,2,0,2,0,1,0,0,0,7,6.4,9,Josh Okogie
394,30,2024-12-27,PHO,,DAL,"L, 89-98",,21:38,3,8,.375,2,5,.400,1,3,.333,.500,0,0,,2,2,4,1,2,1,0,1,8,8.6,0,Josh Okogie
395,31,2024-12-28,PHO,@,GSW,"L, 105-109",,30:48,4,8,.500,1,2,.500,3,6,.500,.563,2,4,.500,6,3,9,0,2,2,2,2,11,11.9,3,Josh Okogie
396,32,2024-12-31,PHO,,MEM,"L, 112-117",,27:37,4,7,.571,1,4,.250,3,3,1.000,.643,0,1,.000,0,2,2,0,0,1,1,4,9,4.0,0,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
397,33,2025-01-04,PHO,@,IND,"L, 108-126",,17:31,2,4,.500,0,1,.000,2,3,.667,.500,2,2,1.000,1,2,3,3,1,1,0,3,6,7.9,2,Josh Okogie
398,34,2025-01-06,PHO,@,PHI,"W, 109-99",,06:31,1,2,.500,1,2,.500,0,0,,.750,0,0,,0,3,3,1,0,0,0,1,3,3.2,2,Josh Okogie
399,35,2025-01-07,PHO,@,CHO,"L, 104-115",,02:01,0,0,,0,0,,0,0,,,0,0,,0,0,0,0,0,0,0,1,0,-0.4,-6,Josh Okogie
400,36,2025-01-09,PHO,,ATL,"W, 123-115",,04:00,1,1,1.000,0,0,,1,1,1.000,1.000,2,2,1.000,1,0,1,0,0,0,0,0,4,4.4,-1,Josh Okogie
401,37,2025-01-11,PHO,,UTA,"W, 114-106",,07:20,1,2,.500,0,0,,1,2,.500,.500,0,0,,1,1,2,0,1,1,0,0,2,3.7,8,Josh Okogie
,38,2025-01-12,PHO,,CHO,"W, 120-113",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,39,2025-01-14,PHO,@,ATL,"L, 117-122",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,38,2025-01-17,CHO,@,CHI,"W, 125-123",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
402,39,2025-01-20,CHO,,DAL,"W, 110-105",,18:31,2,8,.250,1,3,.333,1,5,.200,.313,0,0,,1,3,4,1,2,0,1,1,5,3.1,8,Josh Okogie
403,40,2025-01-22,CHO,@,MEM,"L, 120-132",,13:18,2,3,.667,2,2,1.000,0,1,.000,1.000,0,0,,0,0,0,0,3,1,0,1,6,8.0,6,Josh Okogie
404,41,2025-01-24,CHO,,POR,"L, 97-102",,30:49,3,8,.375,1,3,.333,2,5,.400,.438,9,12,.750,5,5,10,3,3,0,2,5,16,16.5,9,Josh Okogie
405,42,2025-01-25,CHO,,NOP,"W, 123-92",,20:18,3,7,.429,1,4,.250,2,3,.667,.500,0,0,,0,4,4,2,3,2,1,1,7,8.9,24,Josh Okogie
406,43,2025-01-27,CHO,,LAL,"L, 107-112",,25:05,6,11,.545,3,6,.500,3,5,.600,.682,4,5,.800,1,1,2,2,4,0,2,0,19,17.7,8,Josh Okogie
407,44,2025-01-29,CHO,,BRK,"L, 83-104",*,26:07,4,9,.444,1,3,.333,3,6,.500,.500,0,0,,1,1,2,2,1,0,1,3,9,5.5,-14,Josh Okogie
408,45,2025-01-31,CHO,,LAC,"L, 104-112",,14:29,3,7,.429,0,2,.000,3,5,.600,.429,2,2,1.000,1,1,2,0,3,2,2,0,8,7.7,6,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
,46,2025-02-01,CHO,,DEN,"L, 104-107",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,47,2025-02-03,CHO,,WAS,"L, 114-124",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,48,2025-02-05,CHO,,MIL,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,49,2025-02-07,CHO,,SAS,"W, 117-116",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,50,2025-02-09,CHO,@,DET,"L, 102-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,51,2025-02-10,CHO,@,BRK,"L, 89-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,52,2025-02-12,CHO,@,ORL,"L, 86-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,53,2025-02-19,CHO,@,LAL,"W, 100-97",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,54,2025-02-20,CHO,@,DEN,"L, 115-129",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,55,2025-02-22,CHO,@,POR,"L, 88-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,56,2025-02-24,CHO,@,SAC,"L, 88-130",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,57,2025-02-25,CHO,@,GSW,"L, 92-128",Did Not Play,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,58,2025-02-27,CHO,@,DAL,"L, 96-103",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
,59,2025-03-01,CHO,,WAS,"L, 100-113",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,60,2025-03-03,CHO,,GSW,"L, 101-119",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,61,2025-03-05,CHO,,MIN,"L, 110-125",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,62,2025-03-07,CHO,,CLE,"L, 117-118",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,63,2025-03-08,CHO,,BRK,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,64,2025-03-10,CHO,@,MIA,"W, 105-102",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,65,2025-03-12,CHO,@,ATL,"L, 110-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,66,2025-03-14,CHO,@,SAS,"W, 145-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,67,2025-03-16,CHO,@,LAC,"L, 88-123",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,68,2025-03-18,CHO,,ATL,"L, 102-134",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,69,2025-03-20,CHO,,NYK,"W, 115-98",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,70,2025-03-21,CHO,@,OKC,"L, 106-141",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
,71,2025-03-23,CHO,@,MIA,"L, 105-122",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
409,72,2025-03-25,CHO,,ORL,"L, 104-111",,15:52,0,2,.000,0,1,.000,0,1,.000,.000,3,4,.750,0,1,1,1,1,0,0,1,3,2.8,-7,Josh Okogie
,73,2025-03-28,CHO,@,TOR,"L, 97-108",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
410,74,2025-03-30,CHO,@,NOP,"L, 94-98",*,10:31,1,4,.250,0,2,.000,1,2,.500,.250,4,4,1.000,0,2,2,1,2,0,1,1,6,5.5,8,Josh Okogie
,75,2025-03-31,CHO,,UTA,"W, 110-106",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Josh Okogie
411,76,2025-04-02,CHO,@,IND,"L, 105-119",,12:45,2,6,.333,1,2,.500,1,4,.250,.417,0,0,,0,1,1,0,1,0,0,1,5,2.5,-7,Josh Okogie
412,77,2025-04-04,CHO,,SAC,"L, 102-125",,11:52,1,3,.333,0,2,.000,1,1,1.000,.333,4,5,.800,1,2,3,0,1,1,0,2,6,6.1,-13,Josh Okogie
413,78,2025-04-06,CHO,,CHI,"L, 117-131",*,16:57,0,3,.000,0,2,.000,0,1,.000,.000,7,8,.875,1,0,1,2,2,0,2,0,7,6.6,8,Josh Okogie
414,79,2025-04-08,CHO,,MEM,"L, 100-124",*,18:01,4,7,.571,2,5,.400,2,2,1.000,.714,2,4,.500,1,1,2,1,0,0,1,1,12,8.2,-14,Josh Okogie
,80,2025-04-09,CHO,@,TOR,"L, 96-126",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Josh Okogie
415,81,2025-04-11,CHO,@,BOS,"L, 94-130",*,21:42,3,10,.300,2,6,.333,1,4,.250,.400,2,4,.500,1,4,5,2,1,1,1,2,10,6.6,-10,Josh Okogie
416,82,2025-04-13,CHO,@,BOS,"L, 86-93",*,18:07,4,10,.400,2,7,.286,2,3,.667,.500,4,5,.800,0,2,2,2,0,1,1,0,14,9.9,-3,Josh Okogie
540,1,2024-10-23,PHO,@,LAC,"W, 116-113 (OT)",*,22:19,2,5,.400,1,4,.250,1,1,1.000,.500,6,8,.750,0,9,9,2,2,0,4,4,11,8.0,3,Jusuf NurkiÄ
541,2,2024-10-25,PHO,@,LAL,"L, 116-123",*,18:25,1,5,.200,0,3,.000,1,2,.500,.200,2,2,1.000,1,6,7,4,0,1,4,4,4,1.3,-19,Jusuf NurkiÄ
542,3,2024-10-26,PHO,,DAL,"W, 114-102",*,30:28,7,12,.583,0,2,.000,7,10,.700,.583,4,8,.500,3,11,14,1,0,1,5,2,18,11.8,0,Jusuf NurkiÄ
543,4,2024-10-28,PHO,,LAL,"W, 109-105",*,15:08,1,6,.167,0,2,.000,1,4,.250,.167,0,1,.000,1,3,4,0,0,2,3,2,2,-3.0,-20,Jusuf NurkiÄ
544,5,2024-10-31,PHO,@,LAC,"W, 125-119",*,23:05,3,6,.500,1,2,.500,2,4,.500,.583,4,4,1.000,0,3,3,2,0,0,3,2,11,6.5,11,Jusuf NurkiÄ
Gcar,Gtm,Date,Team,,Opp,Result,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,Jusuf NurkiÄ
545,6,2024-11-02,PHO,,POR,"W, 103-97",*,24:01,1,6,.167,1,3,.333,0,3,.000,.250,0,0,,2,13,15,0,0,0,2,3,3,1.3,15,Jusuf NurkiÄ
546,7,2024-11-04,PHO,,PHI,"W, 118-116",*,28:25,5,8,.625,1,3,.333,4,5,.800,.688,4,6,.667,1,14,15,2,2,1,5,4,15,13.0,16,Jusuf NurkiÄ
547,8,2024-11-06,PHO,,MIA,"W, 115-112",*,33:13,6,8,.750,3,3,1.000,3,5,.600,.938,5,6,.833,4,14,18,1,1,2,2,4,20,22.9,5,Jusuf NurkiÄ
548,9,2024-11-08,PHO,@,DAL,"W, 114-113",*,33:41,6,12,.500,2,4,.500,4,8,.500,.583,1,2,.500,3,7,10,0,2,0,1,4,15,12.2,-3,Jusuf NurkiÄ
549,10,2024-11-10,PHO,,SAC,"L, 118-127 (OT)",*,15:11,0,4,.000,0,3,.000,0,1,.000,.000,0,0,,0,7,7,0,1,0,1,0,0,-0.7,-6,Jusuf NurkiÄ
,11,2024-11-12,PHO,@,UTA,"W, 120-112",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
550,12,2024-11-13,PHO,@,SAC,"L, 104-127",*,21:36,1,7,.143,0,3,.000,1,4,.250,.143,1,2,.500,5,6,11,1,3,0,2,2,3,4.3,-11,Jusuf NurkiÄ
551,13,2024-11-15,PHO,@,OKC,"L, 83-99",*,29:13,0,7,.000,0,3,.000,0,4,.000,.000,4,8,.500,3,5,8,0,0,0,2,4,4,-2.5,-10,Jusuf NurkiÄ
552,14,2024-11-17,PHO,@,MIN,"L, 117-120",*,13:32,2,5,.400,1,3,.333,1,2,.500,.500,0,0,,2,5,7,1,0,0,1,3,5,3.7,1,Jusuf NurkiÄ
,15,2024-11-18,PHO,,ORL,"L, 99-109",Inactive,,,,,,,,,,,,,,,,,,,,,,,,,,Jusuf NurkiÄ
553,16,2024-11-20,PHO,,NYK,"L, 122-138",*,33:03,5,8,.625,3,5,.600,2,3,.667,.813,1,2,.500,2,10,12,3,3,2,1,3,14,18.7,-21,Jusuf NurkiÄ
554,17,2024-11-26,PHO,,LAL,"W, 127-100",*,27:14,5,11,.455,1,4,.250,4,7,.571,.500,1,1,1.000,1,11,12,3,1,1,0,3,12,12.9,20,Jusuf NurkiÄ
